SVM,k-NN,DT
1.35504850911518,1.1266433288489,0.996394636839203
1.40789630442525,1.1068098591021,0.955535016441307
1.29878437785274,1.0903457819602,0.776722213080542
1.40080921999478,0.996554336407521,0.372060421500461
1.45804700924845,1.09569792028848,0.829138152447892
1.41711298581937,1.19788411151439,0.454511988086674
1.40839475347682,1.08185332800029,0.289411339745298
1.39738673576909,1.11886611003157,0.265401569254475
1.40096572821447,1.05824964591251,0.277140135895748
1.42412181358464,1.15141069832393,0.285271221492831
1.37932694739561,1.13362997513247,0.268883284744123
1.43981108384949,1.08874814483844,0.255613312344912
1.35909712765648,1.14372368235075,0.925930248044538
1.39818957475974,1.09362432469304,0.281240773721654
1.41012951369879,1.12381004828698,0.257770646663647
1.42077223101357,1.14714846412376,0.276852377186737
1.40891309515574,1.06229216308509,0.27365662038736
1.37521692943701,1.04799806267058,0.963532390591637
1.3749717525168,1.14214493586641,0.25648148123305
1.39440880542692,1.10553815948775,0.2648121619207
1.38202159788785,1.10223127347116,0.303116713235481
1.36460958655715,1.04431164160285,0.272505149160876
1.44281264399181,1.13387161251779,0.934511173940953
1.3838862781842,1.11652661900547,0.276467628574219
1.42477867678557,1.09408251104636,0.255245302962754
1.27718331451392,1.14239337750741,NaN
1.38887396043866,1.06844801987544,NaN
1.3928306474557,1.15143496867244,NaN
1.36308987072503,1.14923077156248,NaN
1.39522744456857,1.08363385359681,NaN
1.4190771736265,1.10282163902317,NaN
1.34782569355444,1.08489401887407,NaN
1.39048702884509,1.06305713161519,NaN
1.32465015637098,1.09691153555406,NaN
1.43608396299007,1.10570061187828,NaN
1.35271085651399,1.14916450343247,NaN
1.35676257604756,1.00365970527813,NaN
1.38948012218666,1.04364632364434,NaN
1.39144738988694,1.00307054058357,NaN
1.31051004518395,1.02069007634398,NaN
1.47160135283673,1.0147009575565,NaN
1.36388687297961,0.983375238865864,NaN
1.34784180411856,1.08884291484586,NaN
1.34659294701124,1.02071294340604,NaN
1.33680300444434,1.00323127572121,NaN
1.32820107908595,1.04915441193554,NaN
1.34786547563042,1.00336213780215,NaN
1.36125358153799,1.11316861758996,NaN
1.35250447626843,0.985937849241341,NaN
1.37361930116938,1.13146281263996,NaN
1.34857973904507,1.10322739998503,NaN
1.33078378531401,1.14600720973565,NaN
1.29763944230544,1.08890213002446,NaN
1.35880047454598,1.03386718044892,NaN
1.3633404347271,1.02431366471852,NaN
1.35993969840588,1.03652148201631,NaN
1.3340247548758,0.975704436319277,NaN
1.36937274924436,0.998224663569068,NaN
1.33141373293579,1.12807366767845,NaN
1.39140842199415,1.13136105127359,NaN
1.34724822689473,1.10775639411184,NaN
1.39970766686111,0.961728323064916,NaN
1.36750051591087,1.02094384895152,NaN
1.38211718214166,1.03156761788964,NaN
1.33713150122042,0.952454102204006,NaN
1.35108854973649,1.09874397584274,NaN
1.34913858321092,1.11969700952083,NaN
1.38961103778737,1.11208185766444,NaN
1.38037471323243,0.930263948076407,NaN
