k-NN,SVM,DT
6.188805195,0.7745090909,NaN
6.189438961,0.8272103896,NaN
6.189246753,0.8425246753,NaN
6.18945974,0.844374026,NaN
6.188784416,0.8372415584,NaN
6.188441558,0.8935532468,NaN
6.188649351,0.8971272727,NaN
6.188727273,0.8956935065,NaN
6.188727273,0.8974181818,NaN
6.188545455,0.8964519481,NaN
6.188374026,0.8957662338,NaN
6.188618182,0.8951636364,NaN
6.188607792,0.9059168831,NaN
6.188748052,0.9041558442,NaN
6.188285714,0.9056675325,NaN
6.188083117,0.9023688312,NaN
6.188337662,0.9037194805,NaN
6.187927273,0.904825974,NaN
6.188322078,0.8993506494,NaN
6.188057143,0.9062233766,NaN
6.188233766,0.8905714286,NaN
6.188716883,0.8644,NaN
6.188737662,0.8632,NaN
6.188836364,0.8604,NaN
6.188561039,0.8201038961,NaN
6.188571429,0.8198181818,NaN
6.188519481,0.8176311688,NaN
6.187979221,0.8036,NaN
6.187797403,0.8030909091,NaN
6.188815584,0.7802649351,NaN
6.187890909,0.7802181818,NaN
6.188503896,0.7824727273,NaN
6.188311688,0.8445454545,NaN
6.188633766,0.829574026,NaN
6.188945455,0.8296727273,NaN
6.187657143,0.8291844156,NaN
6.188581818,0.8287532468,NaN
6.188815584,0.8220051948,NaN
6.188602597,0.820425974,NaN
6.187937662,0.8187428571,NaN
6.188493506,0.8470441558,NaN
6.188742857,0.8454649351,NaN
6.188545455,0.843361039,NaN
6.186327273,0.8561922078,NaN
6.186581818,0.8729350649,NaN
6.18641039,0.8768467532,NaN
6.187012987,0.8847116883,NaN
6.187345455,0.8837558442,NaN
6.186218182,0.9075948052,NaN
6.18745974,0.8818701299,NaN
6.185875325,0.8804935065,NaN
6.187236364,0.8800883117,NaN
6.186493506,0.9358285714,NaN
6.186732468,0.9378025974,NaN
6.072519481,0.8913766234,NaN
6.071231169,0.8896675325,NaN
6.070857143,0.8898025974,NaN
6.071028571,0.8874441558,NaN
6.046368831,0.8845454545,NaN
6.236327273,0.8821194805,NaN
6.184945455,0.88,NaN
6.185018182,0.8856103896,NaN
6.186405195,0.8885038961,NaN
6.186285714,0.8862181818,NaN
6.185932468,0.8890025974,NaN
6.186888312,0.8776935065,NaN
6.187049351,0.8446961039,NaN
6.187412987,0.8340155844,NaN
6.187335065,0.8230909091,NaN
6.18705974,0.8385922078,NaN
6.186888312,0.8407428571,NaN
6.186877922,0.9248415584,NaN
6.187553247,0.9188363636,NaN
6.187444156,0.9156363636,NaN
6.187101299,0.9179896104,NaN
6.186919481,0.9415376623,NaN
6.186779221,0.9522597403,NaN
6.187464935,0.9534909091,NaN
6.186488312,0.9495688312,NaN
6.187766234,0.9704415584,NaN
6.187277922,0.9758701299,NaN
6.186701299,1.025548052,NaN
6.186592208,1.036436364,NaN
6.186083117,1.040763636,NaN
6.185948052,1.038888312,NaN
6.186774026,1.042633766,NaN
6.186794805,1.044924675,NaN
6.186280519,1.030436364,NaN
6.187101299,1.041412987,NaN
6.186067532,1.030093506,NaN
6.186503896,1.018062338,NaN
6.186254545,1.017844156,NaN
6.185854545,1.00652987,NaN
6.186716883,1.005828571,NaN
6.187745455,1.001475325,NaN
6.186296104,0.9779688312,NaN
6.186649351,0.9615116883,NaN
6.186587013,0.9597090909,NaN
6.186275325,0.9627688312,NaN
6.186083117,0.9579532468,NaN
6.18692987,0.9906805195,NaN
6.185979221,0.9903688312,NaN
6.186275325,0.9932415584,NaN
6.185792208,0.994638961,NaN
6.186181818,0.9961194805,NaN
6.186415584,0.9982597403,NaN
6.186264935,0.9958545455,NaN
6.185942857,0.9958753247,NaN
6.186327273,0.9910961039,NaN
6.186431169,0.9921714286,NaN
6.186436364,0.9939636364,NaN
6.186005195,0.9916155844,NaN
6.186379221,0.9946285714,NaN
6.185833766,0.9938701299,NaN
6.185953247,0.9917974026,NaN
6.186467532,0.9882753247,NaN
6.186488312,0.9878909091,NaN
6.185672727,0.9868935065,NaN
6.186649351,0.9813402597,NaN
6.186327273,0.9742649351,NaN
6.185698701,0.9659532468,NaN
6.186316883,0.978587013,NaN
6.187350649,0.9832831169,NaN
6.186602597,0.9870441558,NaN
6.185844156,0.9707324675,NaN
6.186280519,0.9975584416,NaN
6.186488312,1.000976623,NaN
6.185922078,1.012441558,NaN
6.186509091,1.011475325,NaN
6.186368831,1.010992208,NaN
6.186358442,1.007974026,NaN
6.18641039,1.008285714,NaN
6.185838961,1.002046753,NaN
6.186680519,1.007433766,NaN
6.186176623,1.005688312,NaN
6.186306494,1.004742857,NaN
6.185288312,1.005044156,NaN
6.185766234,0.9999220779,NaN
6.076384416,0.9978285714,NaN
6.087225974,0.9940519481,NaN
6.086862338,0.9964727273,NaN
6.087054545,0.9977558442,NaN
6.086519481,0.9979376623,NaN
6.0864,0.9955324675,NaN
6.087968831,0.9982077922,NaN
6.087184416,0.9907584416,NaN
6.08654026,0.9831428571,NaN
6.086218182,0.9821974026,NaN
6.086955844,0.9843376623,NaN
6.086981818,0.981012987,NaN
6.086701299,0.9790805195,NaN
6.086348052,0.9774857143,NaN
6.086358442,0.9770493506,NaN
6.087677922,0.9761038961,NaN
6.086841558,0.9760883117,NaN
6.086706494,0.9752415584,NaN
6.086415584,0.9747376623,NaN
6.086680519,0.9744571429,NaN
6.086477922,0.9741350649,NaN
6.08627013,0.9728883117,NaN
6.086696104,0.972,NaN
6.085527273,0.9735324675,NaN
6.086638961,0.9666181818,NaN
6.085625974,0.9806545455,NaN
6.086093506,0.9772,NaN
6.085137662,0.9770233766,NaN
6.178223377,0.9829298701,NaN
6.178955844,0.9804779221,NaN
6.183677922,0.9775792208,NaN
6.183018182,0.9748987013,NaN
6.183407792,0.967438961,NaN
6.183246753,0.9673766234,NaN
6.184031169,0.9677454545,NaN
6.183506494,0.9691012987,NaN
6.183849351,0.9691012987,NaN
6.183667532,0.9710337662,NaN
6.18401039,0.9690753247,NaN
6.185023377,0.9692623377,NaN
6.185454545,0.9678649351,NaN
6.185309091,0.9673402597,NaN
6.185833766,0.9662493506,NaN
6.185501299,0.9651272727,NaN
6.185116883,0.965574026,NaN
6.185262338,0.9598857143,NaN
6.185371429,0.8419584416,NaN
6.185662338,0.8177662338,NaN
6.185205195,0.8206233766,NaN
6.184566234,0.8199428571,NaN
6.184316883,0.8203636364,NaN
6.185896104,1.016566234,NaN
6.184337662,0.9254909091,NaN
6.185163636,0.9573974026,NaN
6.185412987,0.9540363636,NaN
6.185724675,0.9484155844,NaN
6.185090909,0.9483948052,NaN
6.184296104,0.9509714286,NaN
6.185101299,0.9508207792,NaN
6.185755844,0.9502441558,NaN
6.185464935,0.9516987013,NaN
6.185444156,0.9517402597,NaN
6.18481039,0.9494909091,NaN
6.185392208,0.9517038961,NaN
6.185241558,0.9528779221,NaN
6.184264935,0.9606753247,NaN
6.18507013,0.9569038961,NaN
6.185412987,0.9574649351,NaN
6.185625974,0.9558337662,NaN
6.183823377,0.9576831169,NaN
6.184612987,0.9580623377,NaN
6.185262338,0.9528467532,NaN
6.183262338,0.9523844156,NaN
6.182898701,0.9467376623,NaN
6.185080519,0.9448103896,NaN
6.184306494,0.9451428571,NaN
6.186249351,0.9460883117,NaN
6.184794805,0.9410805195,NaN
6.185267532,0.9466909091,NaN
6.185371429,0.9492467532,NaN
6.184587013,0.9472207792,NaN
6.183828571,0.9435064935,NaN
6.184737662,0.9441142857,NaN
6.184425974,0.9428103896,NaN
6.184737662,0.9435792208,NaN
6.184566234,0.9414025974,NaN
6.184031169,0.9420051948,NaN
6.184898701,0.9411220779,NaN
6.184675325,0.9388103896,NaN
6.184374026,0.9397506494,NaN
6.184706494,0.9404207792,NaN
6.184690909,0.9368519481,NaN
6.184696104,0.9365298701,NaN
6.184774026,0.9350857143,NaN
6.184903896,0.9357194805,NaN
6.184368831,0.9306649351,NaN
6.183880519,0.9160207792,NaN
6.184955844,0.9262961039,NaN
6.183205195,0.9271220779,NaN
6.183490909,0.9261298701,NaN
6.183246753,0.9265922078,NaN
6.182711688,0.9212831169,NaN
6.182903896,0.9220883117,NaN
6.183257143,0.9206025974,NaN
6.184363636,0.920961039,NaN
6.184192208,0.9246701299,NaN
6.184114286,0.9340051948,NaN
6.184903896,0.9315896104,NaN
6.183568831,0.9345194805,NaN
6.184576623,0.9338181818,NaN
6.184805195,0.9327272727,NaN
6.184685714,0.9329090909,NaN
6.184701299,0.9303584416,NaN
6.184909091,0.9300311688,NaN
6.184036364,0.9334337662,NaN
6.184784416,0.9315324675,NaN
6.183916883,0.9303896104,NaN
6.183932468,0.9301922078,NaN
6.184706494,0.926561039,NaN
6.184618182,0.9265090909,NaN
6.184031169,0.9267220779,NaN
6.184249351,0.9280883117,NaN
6.184472727,0.9205402597,NaN
6.185241558,0.9205506494,NaN
6.184649351,0.9187116883,NaN
6.184981818,0.9101402597,NaN
6.184176623,0.9075168831,NaN
6.184124675,0.9048675325,NaN
6.183755844,0.9041298701,NaN
6.183781818,0.8939688312,NaN
6.184233766,0.8884623377,NaN
6.18387013,0.8864155844,NaN
6.18372987,0.8866337662,NaN
6.184114286,0.8825194805,NaN
6.184171429,0.8794857143,NaN
6.184296104,0.8690597403,NaN
6.183324675,0.873387013,NaN
6.184051948,0.8388987013,NaN
6.1732,0.8205350649,NaN
6.043168831,0.8384571429,NaN
6.043527273,0.8610753247,NaN
6.044467532,0.8497350649,NaN
6.043828571,0.8616883117,NaN
6.226633766,0.8606805195,NaN
6.182831169,0.9179896104,NaN
6.183012987,0.9161714286,NaN
6.182696104,0.9167948052,NaN
6.183335065,0.9274337662,NaN
6.183012987,0.9311844156,NaN
6.183350649,0.9288623377,NaN
6.182732468,0.9288987013,NaN
6.183116883,0.9260311688,NaN
6.183844156,0.9264571429,NaN
6.183833766,0.9292727273,NaN
6.182561039,0.9237246753,NaN
6.182732468,0.928238961,NaN
6.1836,0.9272311688,NaN
6.184072727,0.9233766234,NaN
6.182794805,0.9240103896,NaN
6.183480519,0.9227220779,NaN
6.183641558,0.9247792208,NaN
6.182836364,0.9261038961,NaN
6.184218182,0.9243896104,NaN
6.182114286,0.9136935065,NaN
6.182763636,0.9124155844,NaN
6.182509091,0.910638961,NaN
6.181480519,0.8985194805,NaN
6.180664935,0.8982441558,NaN
6.180618182,0.8860519481,NaN
6.180836364,0.8798701299,NaN
6.183142857,0.8793142857,NaN
6.182820779,0.8751064935,NaN
6.182197403,0.8713818182,NaN
6.182176623,0.869625974,NaN
6.182451948,0.869574026,NaN
6.182571429,0.8658181818,NaN
6.183038961,0.8547792208,NaN
6.181937662,0.8495844156,NaN
6.182218182,0.8490805195,NaN
6.18214026,0.8392883117,NaN
6.182841558,0.8396519481,NaN
6.181625974,0.8329662338,NaN
6.180576623,0.8192363636,NaN
6.180976623,0.7997506494,NaN
6.180436364,0.7883480519,NaN
6.180597403,0.79,NaN
6.180955844,0.8343064935,NaN
6.180649351,0.8344935065,NaN
6.18107013,0.8652311688,NaN
6.18118961,0.8665506494,NaN
6.181563636,0.864774026,NaN
6.180768831,0.8678649351,NaN
6.180737662,0.8668207792,NaN
6.180758442,0.8671272727,NaN
6.181724675,0.8666181818,NaN
6.182690909,0.8679376623,NaN
6.182794805,0.8605662338,NaN
6.18278961,0.8595064935,NaN
6.18267013,0.8592467532,NaN
6.182581818,0.857361039,NaN
6.182005195,0.8545402597,NaN
6.182228571,0.8560831169,NaN
6.1824,0.8529558442,NaN
6.181968831,0.8557922078,NaN
6.18227013,0.8173818182,NaN
6.182249351,0.7669246753,NaN
6.182592208,0.7046077922,NaN
6.182098701,0.7048311688,NaN
6.182742857,0.6382545455,NaN
6.181927273,0.6269506494,NaN
6.181776623,0.6387844156,NaN
6.182020779,0.6366961039,NaN
6.182311688,0.6893662338,NaN
6.070135065,0.6820363636,NaN
6.082706494,0.6831012987,NaN
6.083490909,0.8170181818,NaN
6.083033766,0.8011324675,NaN
6.083033766,0.8149974026,NaN
6.083574026,0.8235012987,NaN
6.083361039,0.8147428571,NaN
6.083605195,0.8313766234,NaN
6.083251948,0.8230857143,NaN
6.082758442,0.8261246753,NaN
6.083392208,0.8242545455,NaN
6.083532468,0.8154077922,NaN
6.083012987,0.8075064935,NaN
6.082919481,0.8037974026,NaN
6.082737662,0.7828519481,NaN
6.082888312,0.7779896104,NaN
6.082742857,0.842,NaN
6.08292987,0.8878545455,NaN
6.082374026,0.886187013,NaN
6.082555844,0.883838961,NaN
6.082971429,0.885438961,NaN
6.083475325,0.8832415584,NaN
6.082716883,0.971787013,NaN
6.083023377,0.9686701299,NaN
6.083231169,0.9678025974,NaN
6.0832,0.9633246753,NaN
6.083225974,0.9643636364,NaN
6.083023377,0.9625194805,NaN
6.082420779,0.9613506494,NaN
6.082753247,0.9607272727,NaN
6.082696104,0.9609766234,NaN
6.082945455,0.9644103896,NaN
6.082290909,0.9614753247,NaN
6.082192208,0.9618337662,NaN
6.08212987,0.9647428571,NaN
6.082285714,0.9632727273,NaN
6.082171429,0.962961039,NaN
6.082815584,0.9629506494,NaN
6.081953247,0.9729714286,NaN
6.082176623,0.9761246753,NaN
6.082654545,1.024472727,NaN
6.082514286,1.015153247,NaN
6.082519481,1.020774026,NaN
6.081755844,1.01401039,NaN
6.082431169,1.009018182,NaN
6.08187013,1.012846753,NaN
