Exhaustivo,Aleatorio,Evolutivo
1.08814619072776,0.911781221255077,1.1266433288489
0.877836769517567,1.12465797659845,1.1068098591021
0.962913813969056,1.07575825376871,1.0903457819602
1.10412132348212,1.13287834676637,0.996554336407521
1.13654072669997,1.12994491463767,1.09569792028848
1.07262781356317,1.13178292825949,1.19788411151439
1.13908180948005,1.12420026169855,1.08185332800029
1.13800464206512,1.13153714374595,1.11886611003157
1.13609864618712,1.10799384137852,1.05824964591251
1.1175359538864,1.13497274082064,1.15141069832393
0.977065447299906,1.13243750554313,1.13362997513247
1.12413208692953,1.05533039771582,1.08874814483844
1.13913514177668,1.0370593691482,1.14372368235075
1.13811675431948,1.09864219252359,1.09362432469304
1.11942703043045,1.07639306604403,1.12381004828698
1.10618019486394,1.13515344071024,1.14714846412376
1.13873714962528,1.11224074406247,1.06229216308509
1.06649286609371,1.13499704477985,1.04799806267058
1.10251859240857,1.14098397188007,1.14214493586641
0.987876993268378,1.13692323201704,1.10553815948775
1.07317570727305,1.11931946956807,1.10223127347116
0.997201671973403,1.13797389490177,1.04431164160285
1.12529441879686,1.08646774018086,1.13387161251779
1.14196401212676,1.07919841169741,1.11652661900547
1.04369649516647,1.0074957050421,1.09408251104636
0.984396696101821,1.16695607607495,1.14239337750741
1.08065706898738,1.11714282694312,1.06844801987544
1.08487138626945,1.14892545578123,1.15143496867244
1.10952742226915,1.12239682323542,1.14923077156248
1.08488821869845,1.14391593728185,1.08363385359681
1.12827362801946,1.15151124117379,1.10282163902317
1.10336361715385,1.14970087005005,1.08489401887407
1.08706908843965,1.12397793014451,1.06305713161519
1.12509152780212,1.1480443327963,1.09691153555406
1.08394329078301,1.07330833212645,1.10570061187828
1.0552557276908,1.12578282909223,1.14916450343247
1.09997784534472,1.14666820251125,1.00365970527813
1.13651775149522,1.15271063427897,1.04364632364434
1.09870158816621,1.13905067660008,1.00307054058357
1.1121437608705,1.12356007136785,1.02069007634398
1.1140109751667,1.06043887343599,1.0147009575565
