SVM,k-NN,DT
1.02033969553989,0.911781221255077,0.54658206983836
1.25483559612014,1.12465797659845,0.706855690860027
1.16005730700559,1.07575825376871,0.41336699406033
1.23921017785026,1.13287834676637,0.54727371345681
1.23232899291738,1.12994491463767,0.618110156067477
1.11140700089652,1.13178292825949,0.282817951369831
1.24547797046454,1.12420026169855,0.264945489722872
1.34827457593042,1.13153714374595,0.9189373107721
1.18127354767786,1.10799384137852,0.306334442569387
1.23173674557837,1.13497274082064,0.255475578845581
1.18151371698059,1.13243750554313,0.31378776527092
1.24754731429265,1.05533039771582,0.25315593221155
1.24548890532187,1.0370593691482,0.971807657609625
1.25434025104713,1.09864219252359,0.428575048524338
1.25197089964062,1.07639306604403,0.41171053036348
1.22090786043085,1.13515344071024,0.283530290891347
1.1400156283345,1.11224074406247,0.254392279523517
1.26182489186733,1.13499704477985,0.890400068952991
1.22514114381633,1.14098397188007,NaN
1.2130125651414,1.13692323201704,NaN
1.24820179516494,1.11931946956807,NaN
1.22246277544742,1.13797389490177,NaN
1.22873306820128,1.08646774018086,NaN
1.1028264728779,1.07919841169741,NaN
1.22458569295289,1.0074957050421,NaN
1.25718992552333,1.16695607607495,NaN
1.19590658236667,1.11714282694312,NaN
1.29497124319942,1.14892545578123,NaN
1.18820982938611,1.12239682323542,NaN
1.20096365231571,1.14391593728185,NaN
1.24626249863386,1.15151124117379,NaN
1.23358837393838,1.14970087005005,NaN
1.23476773705617,1.12397793014451,NaN
1.20642834030345,1.1480443327963,NaN
1.16359464410157,1.07330833212645,NaN
1.20215780447044,1.12578282909223,NaN
1.23104232266577,1.14666820251125,NaN
1.1062927221311,1.15271063427897,NaN
1.23609443477286,1.13905067660008,NaN
1.17125877858266,1.12356007136785,NaN
1.21250389142477,1.06043887343599,NaN
1.18990967702102,1.07568049558522,NaN
1.20628031364768,1.16668578444948,NaN
1.17961366794173,1.13684765817679,NaN
1.1797051160611,1.08310487652216,NaN
1.15009941114348,1.1297372258963,NaN
1.1664465301975,1.06949008210788,NaN
1.14183711244508,1.11492389105384,NaN
1.13659436201608,1.15053752835153,NaN
1.12868840459489,1.15752213772982,NaN
1.11455314751494,1.11757109244413,NaN
1.13874432993581,1.13845919667748,NaN
1.13769673109243,1.15852951277094,NaN
1.12372205162469,1.16818701938995,NaN
1.13364534738609,1.16409481579893,NaN
1.11541818551455,1.15810673511997,NaN
1.13869849015241,1.1229571876293,NaN
1.15091422351965,1.12248622268179,NaN
1.13455158188192,1.10650036949779,NaN
1.16652124665423,1.11076634036921,NaN
1.10085635007887,1.26632117925206,NaN
1.17169553333069,1.37147754115464,NaN
1.18821840027487,0.932107876039446,NaN
1.09153223452046,1.677547172824,NaN
1.17737913974327,0.258513132480757,NaN
1.16487856899931,0.366511759597644,NaN
1.15410492575122,0.473570673446877,NaN
1.15044107777013,NaN,NaN
1.15952959559271,NaN,NaN
1.14671712338003,NaN,NaN
1.15240908230558,NaN,NaN
1.14117916634859,NaN,NaN
1.16639074784484,NaN,NaN
1.18832075181004,NaN,NaN
1.1456248410255,NaN,NaN
1.12580007391495,NaN,NaN
1.16840500440733,NaN,NaN
1.12418902242361,NaN,NaN
1.27505277084892,NaN,NaN
1.21678716506566,NaN,NaN
1.18536155741887,NaN,NaN
1.23168142318475,NaN,NaN
1.1667865773999,NaN,NaN
1.20488137459543,NaN,NaN
1.22243204863703,NaN,NaN
1.19556177857194,NaN,NaN
1.20444145118814,NaN,NaN
1.18147631517407,NaN,NaN
1.20838841999238,NaN,NaN
1.21910915109939,NaN,NaN
1.21458701455599,NaN,NaN
1.20039010554009,NaN,NaN
1.16463567585655,NaN,NaN
1.12744104115255,NaN,NaN
1.25733049550821,NaN,NaN
1.20846208361881,NaN,NaN
1.2240481177564,NaN,NaN
1.20657467573338,NaN,NaN
1.1488960067179,NaN,NaN
1.24523774417659,NaN,NaN
1.22944631193745,NaN,NaN
1.20867497569245,NaN,NaN
1.18814754439968,NaN,NaN
1.08865593109404,NaN,NaN
1.18711908427515,NaN,NaN
1.18612330183676,NaN,NaN
1.12090858567014,NaN,NaN
1.21060453591218,NaN,NaN
1.06539482080384,NaN,NaN
1.0134145523944,NaN,NaN
1.16424701165962,NaN,NaN
1.01133995666944,NaN,NaN
1.20071536045493,NaN,NaN
1.07770204416453,NaN,NaN
1.10114726141489,NaN,NaN
1.16249059351151,NaN,NaN
1.10344635776392,NaN,NaN
1.23132327657789,NaN,NaN
1.18605315313481,NaN,NaN
1.08887983452344,NaN,NaN
1.1171717069907,NaN,NaN
1.1704229408167,NaN,NaN
1.147828505008,NaN,NaN
1.22557035046732,NaN,NaN
1.11173364477346,NaN,NaN
1.17164506655176,NaN,NaN
1.1682255826282,NaN,NaN
1.17116773550987,NaN,NaN
1.13720188029396,NaN,NaN
0.949077536488358,NaN,NaN
0.997329613606317,NaN,NaN
1.02853706133531,NaN,NaN
1.17355250082809,NaN,NaN
0.966554167730289,NaN,NaN
1.03143152338543,NaN,NaN
1.08422196297772,NaN,NaN
1.11959283041295,NaN,NaN
1.01024309677995,NaN,NaN
1.02750353118611,NaN,NaN
1.01413190491439,NaN,NaN
1.08478351982083,NaN,NaN
1.1442821823924,NaN,NaN
1.15139864917602,NaN,NaN
1.20968518335947,NaN,NaN
1.05237815298315,NaN,NaN
1.15376964085131,NaN,NaN
1.36047404373928,NaN,NaN
1.61321491222843,NaN,NaN
1.81324438173083,NaN,NaN
1.76533490722851,NaN,NaN
1.63182709648732,NaN,NaN
1.76597785801001,NaN,NaN
1.77146584398438,NaN,NaN
1.63204728047673,NaN,NaN
1.79331560638549,NaN,NaN
1.69309932345309,NaN,NaN
1.74518561831058,NaN,NaN
