k-NN,SVM,DT
1.08814619072776,1.32605610860542,0.916958383153454
0.877836769517567,1.34364418664462,0.833475503550109
0.962913813969056,1.25833990622309,0.916202487555685
1.10412132348212,1.33085752404137,0.946415491463279
1.13654072669997,1.35622228459848,0.793170566376632
1.07262781356317,1.33017921322491,0.923577259641839
1.13908180948005,1.28062926020644,0.204918514777529
1.13800464206512,1.30491523029159,1.13584978009824
1.13609864618712,1.34190532746615,0.220204995269941
1.1175359538864,1.1497462958338,0.31231355555368
0.977065447299906,1.34372868873811,0.399398557627795
1.12413208692953,1.36439328187267,0.372757103772306
1.13913514177668,1.1963795082353,0.52253876572125
1.13811675431948,1.23748207043939,0.767457171940569
1.11942703043045,1.15624866230921,0.274754105234761
1.10618019486394,1.18390249830741,0.341132244416507
1.13873714962528,1.20191556756755,0.253840415197086
1.06649286609371,1.18037709346996,0.265034394757554
1.10251859240857,1.18954765337487,0.313571724151861
0.987876993268378,1.09838064543162,0.290957998172783
1.07317570727305,1.12137253859649,0.284114326211141
0.997201671973403,1.13522401959008,0.264779238081118
1.12529441879686,1.13069153036507,0.770034971641145
1.14196401212676,1.12460661271909,0.294572926497464
1.04369649516647,1.11519775179999,0.272215834640889
0.984396696101821,1.13109839080197,0.305066146926855
1.08065706898738,1.03580753065285,0.276384767419917
1.08487138626945,1.06217058196549,NaN
1.10952742226915,1.11751831441657,NaN
1.08488821869845,1.13890282341208,NaN
1.12827362801946,1.1399831360247,NaN
1.10336361715385,1.09340314748163,NaN
1.08706908843965,1.12753323004992,NaN
1.12509152780212,1.15258552309404,NaN
1.08394329078301,1.12829757860248,NaN
1.0552557276908,1.13173678534363,NaN
1.09997784534472,1.07761066304222,NaN
1.13651775149522,1.09929513587684,NaN
1.09870158816621,1.14569604692197,NaN
1.1121437608705,1.11542659328287,NaN
1.1140109751667,1.1515084006297,NaN
1.10738038255887,1.13799126459571,NaN
1.10457695343691,1.10988024924054,NaN
1.13221700231991,1.16244035180907,NaN
1.00272491589247,1.12197574655974,NaN
0.998069300074606,1.11907594712899,NaN
1.10063876447769,1.11165963645512,NaN
1.08272567943466,1.1349689360578,NaN
1.1327841599226,1.14599702612507,NaN
1.13438009568423,1.15328574641013,NaN
1.13691924596895,1.0271887619844,NaN
1.10819504725517,1.11146811556188,NaN
1.12172135880989,1.13746910261566,NaN
1.04399898890111,1.12564987663415,NaN
1.09333414708574,1.12533739874634,NaN
1.07042205945412,1.15847624120031,NaN
1.13122225569445,1.15945932504566,NaN
1.07152160587356,1.14954573326406,NaN
1.06548590388412,1.11070064021509,NaN
1.04284565431561,1.13324070798768,NaN
1.13140036993856,1.12700244789229,NaN
1.09526713918058,1.13026366610112,NaN
0.95481651300168,1.13320905880432,NaN
1.01932677621365,1.12353836431704,NaN
1.03790279621061,1.08472584574735,NaN
1.13020509020558,1.08886836484765,NaN
1.13309485599792,1.10933416154138,NaN
1.13224764752645,1.1138272111498,NaN
1.11523178550145,1.09592645051879,NaN
1.10532446198902,1.09206242738569,NaN
1.10919561940567,1.12811264405709,NaN
1.07815729831314,1.10005160889435,NaN
1.02089644277301,1.00388529926119,NaN
0.969552540131756,1.07888039456165,NaN
1.13414987473759,1.10224682530515,NaN
1.10378566828346,1.11998525070904,NaN
1.10542815469313,1.14041067139969,NaN
1.05576410017853,1.09936439540957,NaN
1.07732043471167,1.1299944349773,NaN
1.13386150020699,1.14783063608446,NaN
1.10324144185637,1.14545191876369,NaN
0.940073610713503,1.16447574794143,NaN
1.12257982556514,1.10979382168198,NaN
1.05677159670853,1.16469951126522,NaN
1.11143219118409,1.17121738327084,NaN
1.13203295548837,1.14844996525726,NaN
1.11065029771239,1.16201295338246,NaN
1.13069045734589,1.15214282673507,NaN
1.0712519010626,1.14765188767302,NaN
1.10314714361689,1.12940270700529,NaN
1.06717541199358,1.1360434948409,NaN
1.13402381603166,1.14876369109377,NaN
1.07428107916154,1.17299754432595,NaN
1.08690694635326,1.09150811811424,NaN
1.02285487290552,1.1765539522343,NaN
1.12039076971842,1.14153094489339,NaN
1.13881588340831,1.22092894643774,NaN
1.04259580460837,1.22224381273417,NaN
1.07686270205403,1.16008310538587,NaN
1.06413789690378,1.18383858920957,NaN
1.1332157025466,1.32106524729482,NaN
1.12360069392087,1.24292198276066,NaN
1.11728011497317,1.03077729847082,NaN
1.13786224186283,1.22612388341014,NaN
1.1084472379803,1.15950323915021,NaN
1.13843873410113,1.15496824654764,NaN
1.13750560035911,1.11780511168376,NaN
1.08781974282629,1.06671422168708,NaN
1.12945902852012,1.11154536564352,NaN
0.899609938345425,1.11079451865815,NaN
1.09689654854475,1.12247470399599,NaN
1.09772593396653,1.09713737310604,NaN
1.078137705675,1.04169923184382,NaN
1.13704455286945,1.07683731642735,NaN
1.13543328523397,1.09293405229276,NaN
1.13605469153269,1.10088122550774,NaN
1.13768958033193,1.12052341188347,NaN
1.11937818198352,1.06358060312025,NaN
1.13626102645968,1.12116019555021,NaN
1.08043200229552,1.20340982247547,NaN
1.08982673197758,1.23571297024776,NaN
1.06639530386932,1.12330638804136,NaN
1.01580503577478,1.20148305108313,NaN
1.13791365853005,1.11271865698933,NaN
1.11202841213981,1.21315455924517,NaN
1.10646500377512,1.1986710348463,NaN
1.13432456018708,1.13459266984554,NaN
1.07413006930236,1.16033131029251,NaN
1.06973663407662,1.17961619897379,NaN
0.979812250208486,1.18090560455428,NaN
1.13765021725467,1.17408772370666,NaN
1.0458026080291,1.12020343771586,NaN
1.09612597191045,1.17381387994746,NaN
1.00897811266883,1.14898826420183,NaN
1.0631301358136,1.1613787048097,NaN
1.12456927876424,1.18763617408245,NaN
1.07659127213012,1.23497024796239,NaN
0.991884321756233,1.23749443418446,NaN
1.03364520781292,1.22952415642064,NaN
1.0883845475539,1.29372085161666,NaN
1.13786957934128,1.27118944366636,NaN
1.11508476803264,1.28562688044111,NaN
1.11366184666656,1.23736596632371,NaN
1.09338598826823,1.33216227615737,NaN
1.1407524709528,1.2384894388715,NaN
1.13874203838593,1.26605804462022,NaN
1.12089014162729,1.30339670239289,NaN
1.06540938577706,1.27760032844955,NaN
0.970828360577242,1.26810505100818,NaN
1.06283076222142,1.28782362436634,NaN
1.11425574068116,1.20021684534888,NaN
1.04906204268755,1.23844082477387,NaN
1.13853626107495,1.22914506224683,NaN
1.11272142538502,1.33677057492113,NaN
1.13779294156047,1.22246258714828,NaN
1.13940359874592,1.32449905244356,NaN
1.11518012809055,1.30176106483395,NaN
1.06880636561219,1.30072406338342,NaN
1.05667027613737,1.32650196443413,NaN
1.04361486054279,1.33045994650283,NaN
1.10972403264628,1.33563604251781,NaN
1.11763143136827,1.32635214772326,NaN
1.10709735669666,1.3545015822612,NaN
1.13486812668297,1.35543052071012,NaN
1.10802120112224,1.36274831294008,NaN
1.13371637589138,1.35794841260142,NaN
1.1236332637969,1.36376320641135,NaN
1.13766019184529,1.38545263524552,NaN
1.10107443327419,1.38188249940882,NaN
1.02303977089398,1.21071269969716,NaN
1.09065170741586,1.38182089050169,NaN
1.10367409880774,1.37253614235697,NaN
1.08569665601454,1.37313890539867,NaN
1.06257635363698,1.35829787413194,NaN
1.14725066740389,1.36254329442751,NaN
1.02450721263427,1.3587549088809,NaN
1.04475227369497,1.34766086656713,NaN
1.05932345805382,1.34181152979396,NaN
1.10466214051746,1.3211788680804,NaN
1.05762829992204,1.32213375160896,NaN
1.11955864412566,1.29914747026916,NaN
1.10412303366669,1.34391083677832,NaN
1.10025101317937,1.34829700112983,NaN
1.13524416718307,1.37410070578968,NaN
1.1313859594788,1.36474951986063,NaN
1.05942509116908,1.36025324929915,NaN
1.13003883270584,1.36257068039433,NaN
0.93568301224717,1.31355270757384,NaN
1.10854492089209,1.38836529279101,NaN
1.13393348927278,1.43376327688464,NaN
1.13523960388342,1.34686820708447,NaN
1.12432419405368,1.42756532892935,NaN
1.13791215171101,1.40178467004526,NaN
1.13936734637343,1.29662475363499,NaN
1.1254280196707,1.38239372565616,NaN
1.09146320391869,1.41321756760831,NaN
1.1251393759012,1.42568624296302,NaN
1.02075369677141,1.40206958290376,NaN
1.09170069057395,1.41783528659154,NaN
1.01591630261308,1.42525363390015,NaN
1.1036230168961,1.39783898831835,NaN
1.12904791459198,1.39487593280774,NaN
1.13645949839946,1.38629956578254,NaN
1.13658139262389,1.39934581417346,NaN
1.12263549417372,1.41212572891782,NaN
1.10820627990597,1.41159441367164,NaN
1.09601519788772,1.41868360626987,NaN
1.12545838412739,1.47894124321923,NaN
1.01017478744902,1.40812384786912,NaN
1.11462719344453,1.44080940463821,NaN
1.11391422060869,1.34523706520986,NaN
1.0702242775713,1.41351723914391,NaN
1.06133669349137,1.42395525089234,NaN
1.10793979663578,1.42019478958646,NaN
0.947238288759382,1.41988956338121,NaN
1.10996036368193,1.40113253108595,NaN
1.11294378802267,1.4304711793401,NaN
1.07932187625241,1.40685979252887,NaN
1.12749818701726,1.34529833913772,NaN
1.12190900140766,1.46118509558984,NaN
1.13331956921506,1.41757397504651,NaN
1.13264441425884,1.33094698466242,NaN
1.13500624594694,1.40594034643346,NaN
1.11886096095761,1.37338567326603,NaN
1.10526903973384,1.3787482186195,NaN
1.10387020101029,1.39849565748289,NaN
1.10272621005178,1.3644854951702,NaN
0.924001538410593,1.37133396282356,NaN
1.08488222921218,1.39862097198828,NaN
1.13598699924923,1.38511091406432,NaN
1.1355239177114,1.25180781122976,NaN
1.10867845556573,1.38275003769887,NaN
1.12414296550373,1.40855516910784,NaN
1.10929756785068,1.37126889242625,NaN
1.13612665355509,1.35987564974477,NaN
1.13495336618969,1.36735136089383,NaN
1.11561585449392,1.36224074257658,NaN
1.04158334562759,1.44796330104357,NaN
0.998273853612191,1.31086881652281,NaN
1.13204827326749,1.31355495327544,NaN
1.13212363707168,1.36093568856476,NaN
1.13490905874722,1.38008113519259,NaN
1.11865404533281,1.31290769403876,NaN
1.09741670433482,1.21768208008775,NaN
1.07706444493757,1.26130975522361,NaN
1.10097066179153,1.3458796239287,NaN
1.12920666702276,1.16400268431091,NaN
0.879775110628748,1.19080712839048,NaN
1.05267749835458,1.21525661854433,NaN
1.06712878351623,1.13726992696394,NaN
1.07128850373457,1.16475119760971,NaN
1.12841351008347,1.13760842816371,NaN
1.07992516180726,1.09413358575044,NaN
1.12982170266945,1.11847508618511,NaN
1.08391609698461,1.11801360924161,NaN
1.11095812072309,1.13121228099833,NaN
1.05939908014004,1.14278111263163,NaN
1.05522767372144,1.15436157385386,NaN
1.06623121163307,1.13626417605115,NaN
1.13766095417791,1.1486428337941,NaN
1.1403259559683,1.14031294736572,NaN
1.12349143105945,1.13178392486084,NaN
1.08796964338726,1.12795127303478,NaN
1.13652530421941,1.03570772657795,NaN
