Exhaustivo,Aleatorio,Evolutivo
1.053563636,6.624405195,6.519672727
1.720051948,6.624467532,6.520472727
1.720093506,6.471781818,6.522296104
1.720342857,6.618067532,NaN
NaN,6.618711688,NaN
