CPU(J),RAM(J),%CPU,RAM(kB)
3.22,0.32,99.9,4679420
3.25,0.37,100,4680368
3.26,0.34,100,4679528
3.26,0.32,100,4679760
3.24,0.38,99.9,4679428
3.21,0.32,100,4680040
3.21,0.32,100,4679404
3.26,0.38,100,4679288
3.47,0.35,99.9,4678752
3.41,0.34,100,4679404
3.32,0.36,99.9,4679032
3.21,0.35,100,4679624
3.21,0.31,100,4679832
3.22,0.33,100,4679328
3.29,0.38,100.1,4679748
3.22,0.34,100,4679932
3.22,0.33,100,4680320
3.22,0.31,100,4679576
3.26,0.37,100,4679452
3.28,0.33,100,4679484
3.22,0.32,100,4679980
3.21,0.37,100,4679700
3.40,0.33,100,4678556
3.48,0.36,100,4679700
3.22,0.32,100,4679152
3.27,0.37,100.1,4679584
3.26,0.33,100,4679840
3.27,0.34,100,4679708
3.34,0.41,100,4679136
3.24,0.32,100,4679708
3.27,0.34,100,4679704
3.34,0.38,100,4679468
3.28,0.32,100,4679832
3.31,0.32,99.9,4679468
3.30,0.37,100,4679476
3.29,0.33,100,4679484
3.49,0.33,100,4679724
3.48,0.33,100,4679212
3.26,0.33,100,4679504
3.26,0.37,100,4679152
3.25,0.33,100,4679892
3.32,0.37,100,4678972
3.22,0.36,100,4679608
3.22,0.33,100,4679732
3.23,0.35,100,4679036
3.28,0.34,100,4679324
3.27,0.35,100,4679348
3.25,0.33,100,4678988
3.30,0.33,100,4679352
3.28,0.33,100,4679972
3.42,0.35,100,4678680
3.39,0.34,100,4679240
3.20,0.35,100,4679268
3.29,0.32,99.2,4679612
3.22,0.31,100,4679532
3.26,0.37,100,4679144
3.28,0.36,99.9,4679148
3.26,0.34,100,4679672
3.22,0.32,100,4679744
3.24,0.39,100,4679516
3.24,0.35,100,4679284
3.22,0.32,99.9,4679876
3.22,0.32,100,4679076
3.25,0.34,100,4678992
3.28,0.36,100,4679144
3.37,0.35,100,4678888
3.37,0.41,100,4678644
3.36,0.42,100,4678972
3.42,0.40,100,4678728
3.44,0.42,100,4678588
3.52,0.42,100,4678364
3.50,0.40,100,4677928
3.44,0.38,100,4678600
3.39,0.36,99.9,4678380
3.51,0.45,100,4678956
3.42,0.37,100,4677880
3.35,0.33,100,4677916
3.53,0.41,99.9,4678280
3.32,0.36,100,4677864
3.57,0.42,99.9,4678024
3.51,0.41,100,4678072
3.55,0.46,99.9,4677660
3.68,0.40,100,4677804
3.47,0.37,100,4677656
3.39,0.36,100,4677148
3.43,0.37,100,4677796
3.54,0.44,99.3,4677352
3.36,0.46,100,4677696
3.45,0.35,100.1,4677236
3.60,0.39,100,4677972
3.44,0.46,100,4677652
3.40,0.39,100,4677764
3.37,0.34,100,4677152
3.39,0.45,100,4677316
3.39,0.42,100,4677508
3.41,0.40,100,4677260
3.43,0.41,99.9,4678096
3.42,0.37,100,4677484
3.46,0.40,100,4677732
3.27,0.39,100,4677168
3.41,0.42,99.9,4677252
3.47,0.45,100,4677632
3.36,0.36,100,4677392
3.62,0.44,99.9,4677384
3.39,0.38,100,4677368
3.70,0.44,100,4677524
3.43,0.40,99.9,4676988
3.53,0.44,100,4676900
3.41,0.40,100,4676936
3.42,0.42,100,4677136
3.60,0.47,100,4677244
3.48,0.35,100,4676896
3.45,0.39,100,4677492
3.31,0.37,100,4676516
3.54,0.37,100,4677276
3.35,0.39,100,4676268
3.58,0.47,99.9,4676656
3.26,0.42,100,4676944
3.33,0.35,100,4676524
3.36,0.40,100,4676748
3.37,0.44,100,4676516
3.35,0.38,100,4676516
3.36,0.44,100,4676432
3.46,0.41,100.1,4676808
3.36,0.47,99.9,4676264
3.50,0.42,99.9,4676416
3.42,0.38,100,4676564
3.36,0.41,100,4676300
3.35,0.43,100,4676572
3.49,0.40,100,4676032
3.39,0.37,100,4676084
3.32,0.41,100,4676556
3.43,0.40,100,4676336
3.45,0.40,100,4676192
3.56,0.46,100,4676184
3.34,0.39,100,4675944
3.63,0.44,100,4675076
3.42,0.45,100,4675812
3.47,0.41,100,4675556
3.38,0.39,100,4675812
3.39,0.35,100,4675372
3.37,0.35,100,4674920
3.40,0.38,99.9,4675296
3.52,0.42,100,4675668
3.52,0.41,99.9,4675268
3.48,0.45,99.9,4675684
3.37,0.33,99.9,4674868
3.55,0.39,100,4675168
3.36,0.35,100,4674444
3.48,0.39,99.9,4675212
3.30,0.36,100,4675268
3.53,0.38,99.9,4674932
3.50,0.42,100.1,4674896
3.32,0.42,99.9,4674724
3.50,0.39,99.9,4675152
3.30,0.35,100,4673724
3.61,0.38,100,4674680
3.31,0.37,100,4674724
3.59,0.40,100,4673956
3.32,0.39,100,4674888
3.38,0.34,100,4675344
3.48,0.45,100,4674600
3.25,0.34,99.9,4674384
3.62,0.40,100,4674584
3.32,0.32,100,4674592
3.53,0.38,100,4674092
3.32,0.34,100,4675184
3.42,0.37,99.9,4674928
3.33,0.41,99.9,4674796
3.38,0.44,100,4674548
3.35,0.35,100,4674380
3.31,0.35,99.9,4674108
3.30,0.39,100,4675112
3.45,0.37,100,4674968
3.60,0.39,99.9,4674540
3.28,0.44,100,4674640
3.37,0.38,100,4674636
3.25,0.31,100,4674300
3.41,0.43,100,4674652
3.44,0.38,100,4674420
3.37,0.42,100,4674132
3.29,0.31,99.9,4674060
3.41,0.41,100,4673912
3.35,0.43,100,4674432
3.49,0.39,100,4674392
3.26,0.33,99.9,4674384
3.50,0.38,100,4674036
3.33,0.36,100,4673416
3.41,0.49,100,4576412
3.35,0.38,100,4555824
3.27,0.45,100,4556008
3.58,0.42,100,4554492
3.43,0.40,99.9,4715724
3.45,0.41,100,4634740
3.20,0.44,100,4661576
3.46,0.39,100,4661488
3.69,0.45,100,4662076
3.25,0.34,100,4662404
3.33,0.40,100,4672092
3.32,0.34,100,4672524
3.45,0.42,99.9,4672780
3.60,0.42,100,4673144
3.38,0.42,99.9,4672992
3.47,0.40,100,4672916
3.46,0.37,100.1,4672556
3.25,0.38,100,4672612
3.60,0.39,100,4672260
3.30,0.32,100,4672336
3.62,0.41,100,4672368
3.26,0.32,100,4672156
3.54,0.40,100,4672652
3.34,0.42,100,4672796
3.39,0.44,99.3,4672704
3.34,0.36,100,4672456
3.24,0.39,99.9,4671840
3.32,0.33,100,4672264
3.40,0.37,99.9,4672400
3.61,0.41,100,4672296
3.25,0.35,99.9,4672172
3.33,0.40,100,4672048
3.28,0.32,100,4671672
3.43,0.37,100,4663112
3.55,0.46,100,4052172
3.15,0.33,100,4602952
3.18,0.35,100,4528148
3.20,0.33,100,4452632
3.16,0.34,100,4376992
3.18,0.34,100,4301352
3.20,0.48,100,4610896
3.16,0.32,100,4536744
3.20,0.35,100,4461384
3.22,0.34,100,4387820
3.20,0.33,100,4313048
3.36,0.52,99.9,4623204
3.22,0.34,100,4549548
3.20,0.35,100,4474652
3.15,0.33,100,4400624
3.14,0.32,100,4325108
3.24,0.52,100,4576116
3.32,0.42,100,4523872
3.34,0.49,100,4381164
3.38,0.68,99.9,4477016
3.15,0.33,100,4401376
3.15,0.34,100,4563956
3.21,0.34,100,4537312
3.23,0.36,100,4463316
3.20,0.37,100,4484364
3.17,0.34,100,4409840
3.15,0.33,100,4469308
3.14,0.33,99.9,4548860
3.13,0.32,100,4474964
3.14,0.32,99.9,4495044
3.13,0.33,100.1,4421016
3.16,0.33,100,4396092
3.27,0.42,100,4563700
3.15,0.33,99.9,4488556
3.17,0.36,100,4510620
3.22,0.35,100,4435724
3.16,0.33,100,4360952
3.25,0.46,100,4500452
3.28,0.45,100,4427208
3.35,0.57,100,4435608
3.25,0.48,100.1,4516456
3.16,0.32,99.9,4442180
3.17,0.32,100.1,4557500
3.17,0.34,99.9,4483200
3.16,0.35,99.9,4408552
3.27,0.46,99.9,4529328
3.14,0.32,100,4455548
3.15,0.37,100,4471668
3.15,0.34,99.9,4499816
3.18,0.36,100,4426160
3.16,0.33,100,4545572
3.21,0.34,99.9,4470924
3.13,0.33,100,4430004
3.15,0.34,100,4517672
3.19,0.35,100,4443148
3.14,0.32,99.9,4414736
3.14,0.33,100.1,4485712
3.23,0.34,100,4461104
3.30,0.47,100,4440520
3.29,0.45,99.9,4386952
3.28,0.45,99.9,4364880
3.40,0.81,99.9,4575680
3.18,0.34,100,4500164
3.23,0.34,100,4521028
3.15,0.33,100,4446876
3.20,0.36,100,4370740
3.15,0.34,100,4503628
3.13,0.33,100,4515824
3.21,0.33,100,4451708
3.15,0.33,100,4463984
3.16,0.35,100,4390640
3.14,0.33,100,4270600
3.25,0.40,100,4536424
3.17,0.37,100,4510756
3.17,0.39,100.1,4485336
3.23,0.35,100,4409976
3.19,0.33,100,4384060
3.33,0.49,100,4553536
3.14,0.33,99.9,4515376
3.37,0.42,100,4430808
3.27,0.45,99.9,4329096
3.30,0.48,100,4267840
3.38,0.63,100,4640708
3.14,0.33,100,4565696
3.14,0.32,100,4490304
3.17,0.32,99.9,4415944
3.16,0.35,99.9,4340676
3.16,0.37,100,4494560
3.14,0.32,99.9,4583684
3.13,0.32,100,4509160
3.14,0.33,100,4434792
3.16,0.35,100,4359616
3.14,0.33,100,4345340
3.28,0.47,99.9,4604268
3.16,0.35,99.9,4528504
3.16,0.35,100,4454848
3.16,0.35,100,4381192
3.17,0.33,100,4355152
3.33,0.52,100,4541432
3.34,0.43,100,4421740
3.35,0.64,99.9,4382588
3.31,0.55,100,4350844
3.13,0.32,100,4403264
3.25,0.38,99.9,4480144
3.22,0.34,100,4543508
3.15,0.33,99.9,4468644
3.15,0.33,100,4395204
3.29,0.38,100,4417524
3.18,0.38,99.9,4536768
3.19,0.41,100,4560000
3.16,0.34,99.9,4486220
3.19,0.33,100,4411696
3.19,0.41,100,4434420
3.14,0.33,100,4387764
3.22,0.41,100,4582940
3.13,0.32,99.9,4507052
3.23,0.34,100,4431908
3.16,0.35,100,4454972
3.20,0.34,100,4340520
3.22,0.41,100,4590212
3.39,0.41,100,4400816
3.26,0.45,100,4374836
3.31,0.46,100,4413232
3.34,0.60,100,4476456
3.22,0.37,100,4454724
3.19,0.35,99.9,4522056
3.17,0.36,100,4446044
3.16,0.34,100,4373164
3.21,0.38,100,4496760
3.21,0.39,100,4512252
3.16,0.39,99.9,4542548
3.18,0.34,100,4469264
3.15,0.35,100,4395260
3.21,0.35,100,4418572
3.20,0.38,100,4449944
3.26,0.37,100.1,4564784
3.14,0.33,100,4490104
3.13,0.33,100,4414836
3.14,0.33,100,4388672
3.28,0.41,100,4453400
3.26,0.42,100,4553684
3.33,0.42,100,4444220
3.30,0.55,100,4360204
3.28,0.55,100,4331436
3.16,0.36,100,4480688
3.14,0.32,100,4577268
3.14,0.32,100,4502836
3.17,0.33,100,4428280
3.21,0.35,100,4343852
3.20,0.38,100,4448616
3.16,0.37,100,4548452
3.14,0.33,99.9,4521544
3.20,0.34,100,4447300
3.19,0.35,100,4371908
3.22,0.42,100,4425816
3.32,0.40,100,4477928
3.18,0.41,100,4541044
3.16,0.34,100,4467204
3.15,0.34,100,4393268
3.13,0.32,100,4402320
3.18,0.37,100,4444016
3.32,0.41,100,4508108
3.34,0.44,99.9,4398972
3.34,0.59,100,4311552
3.39,0.50,100,4255388
3.23,0.43,99.9,4531628
3.15,0.38,100,4554568
3.16,0.33,100,4479440
3.14,0.32,100,4404544
3.21,0.36,99.9,4329440
3.24,0.41,100,4549044
3.15,0.34,99.9,4571084
3.14,0.33,100,4495972
3.14,0.33,0,4422524
3.16,0.35,100,4347536
3.21,0.42,100,4508568
3.17,0.38,100,4592280
3.13,0.33,100,4517888
3.17,0.34,100,4443488
3.16,0.35,99.9,4370516
3.21,0.33,100.1,4369740
3.20,0.39,100,4487416
3.30,0.45,100,4525020
3.37,0.47,100,4423448
3.30,0.43,100,4358300
3.34,0.59,100,4391656
3.26,0.46,100,4610144
3.14,0.34,99.9,4533916
3.13,0.33,100,4453144
3.21,0.39,100,4299676
3.19,0.36,100,4225076
3.25,0.42,100,4330260
3.25,0.46,100.1,4462060
3.13,0.32,100,4386916
3.14,0.36,100,4471736
3.27,0.40,100,4384640
3.20,0.46,99.9,4400156
3.26,0.46,99.9,4472448
3.23,0.44,100,4543004
3.20,0.35,100,4467364
3.16,0.34,100,4391104
3.20,0.36,100,4413796
3.26,0.40,100,4485716
3.21,0.40,99.9,4553032
3.32,0.43,99.9,4446596
3.29,0.61,100,4336972
3.14,0.34,100,4444332
3.19,0.39,100,4466652
3.13,0.33,99.9,4466404
3.20,0.33,99.9,4461476
3.13,0.32,100,4387292
3.29,0.45,100,4457540
3.17,0.35,100,4479860
3.19,0.38,100,4499668
3.15,0.38,100,4473092
3.15,0.35,99.9,4397852
3.16,0.40,100,4467928
3.13,0.33,100,4441144
3.22,0.39,100,4512088
3.18,0.36,100,4486204
3.13,0.33,100,4412672
3.18,0.35,100,4433504
3.18,0.33,100,4452848
3.21,0.35,100,4451360
3.25,0.37,100,4493040
3.30,0.49,100,4330336
3.34,0.58,100,4505924
3.14,0.32,100,4460660
3.14,0.34,100,4499844
3.15,0.34,100,4471820
3.16,0.35,100,4396676
3.13,0.33,100,4405544
3.14,0.34,100,4489676
3.15,0.34,99.9,4511004
3.13,0.33,100,4484840
3.13,0.32,100,4410688
3.14,0.32,100,4292764
3.20,0.40,100,4454708
3.19,0.38,100,4435488
3.22,0.39,99.9,4497612
3.18,0.33,100,4423460
3.14,0.33,100,4348256
3.20,0.46,100,4465560
3.31,0.42,99.9,4487724
3.23,0.39,100,4434280
3.33,0.43,100,4292796
3.24,0.44,99.9,4245584
3.28,0.56,100,4544888
3.16,0.32,99.9,4565628
3.20,0.33,100,4489988
3.17,0.34,100,4415836
3.17,0.34,100,4342428
3.28,0.41,100,4510820
3.13,0.32,100.1,4531900
3.13,0.33,100,4505884
3.20,0.34,99.9,4431112
3.13,0.33,100,4356092
3.16,0.39,100,4430832
3.21,0.38,99.9,4497156
3.18,0.38,100,4519228
3.19,0.35,100,4444828
3.15,0.32,100,4370708
3.23,0.39,100,4439480
3.18,0.37,99.9,4510456
3.16,0.38,99.3,4452920
3.35,0.43,100,4416908
3.36,0.65,100,4268252
3.37,0.53,100,4341288
3.22,0.46,100,4599024
3.20,0.34,100,4524932
3.13,0.32,99.9,4449912
3.13,0.32,100,4375916
3.13,0.33,100,4294192
3.30,0.46,100,4455648
3.16,0.33,100,4544060
3.20,0.34,100.1,4469908
3.19,0.34,100,4396284
3.21,0.34,100,4322720
3.30,0.45,100,4491576
3.29,0.39,100,4564256
3.16,0.34,100,4490352
3.13,0.33,100,4414588
3.16,0.33,100,4341056
3.20,0.38,100,4365472
3.33,0.43,100,4525164
3.27,0.44,99.9,4387540
3.34,0.56,100,4343644
3.35,0.64,100,4323588
3.14,0.33,99.9,4456004
3.22,0.46,100,4575328
3.16,0.34,99.9,4502492
3.13,0.32,100,4426000
3.17,0.32,100,4350608
3.16,0.36,100,4355460
3.26,0.43,100,4532672
3.13,0.33,99.9,4520024
3.14,0.32,100,4444880
3.13,0.33,99.9,4370480
3.22,0.47,100,4393980
3.25,0.43,100,4518692
3.17,0.38,100,4542376
3.14,0.34,100,4468224
3.14,0.33,100,4393080
3.23,0.35,100,4414160
3.16,0.35,100,4475540
3.26,0.40,100,4445036
3.28,0.44,100,4430776
3.38,0.54,100,4394104
3.40,0.56,99.9,4269980
3.13,0.34,99.3,4484160
3.29,0.44,100,4555312
3.13,0.33,99.9,4480416
3.17,0.34,100,4404776
3.17,0.33,99.9,4329044
3.31,0.46,100,4413828
3.19,0.41,100,4572300
3.14,0.33,99.9,4498768
3.13,0.32,100,4425236
3.22,0.34,100,4350836
3.21,0.43,99.9,4471148
3.27,0.40,100,4422508
3.18,0.35,100,4521584
3.15,0.32,100,4447184
3.15,0.33,100,4372444
3.14,0.33,100,4354588
3.26,0.42,100,4514936
3.31,0.41,100,4402980
3.29,0.43,100,4350000
3.39,0.55,100,4357572
3.34,0.58,100,4392136
3.23,0.45,100,4515516
3.22,0.41,100,4536844
3.23,0.34,99.9,4461328
3.14,0.33,100,4387300
3.18,0.34,99.9,4270616
3.30,0.39,100,4451688
3.29,0.46,100,4555196
3.20,0.35,100,4482036
3.13,0.33,100,4406768
3.14,0.32,100,4331872
3.33,0.46,100,4500172
3.25,0.40,99.9,4575284
3.14,0.33,100.1,4501876
3.14,0.33,100,4428732
3.14,0.32,100,4354812
3.22,0.34,100,4466156
3.23,0.38,100,4500256
3.20,0.39,100,4459584
3.29,0.42,100,4395476
3.22,0.39,100,4288340
3.38,0.60,100.1,4176680
3.27,0.48,100,4549764
3.17,0.36,99.3,4524096
3.15,0.34,100,4449944
3.19,0.34,99.3,4375420
3.17,0.32,100,4414540
3.26,0.43,100,4570348
3.20,0.34,100,4496428
3.13,0.33,100,4423516
3.20,0.33,100,4349488
3.17,0.32,100,4471584
3.24,0.41,100,4546028
3.15,0.33,100,4474348
3.18,0.34,100,4401208
3.15,0.33,100,4301540
3.13,0.32,99.9,4413676
3.19,0.36,99.9,4570428
3.13,0.33,100,4498508
3.13,0.33,100,4423800
3.13,0.33,100,4350656
3.27,0.39,99.9,4277588
3.62,0.90,100,4460240
3.15,0.34,99.9,4550388
3.15,0.34,100,4476748
3.15,0.34,100,4404052
3.16,0.36,100,4331032
3.24,0.37,100,4433084
3.22,0.39,100.1,4576428
3.17,0.34,100,4503392
3.13,0.33,100,4431240
3.16,0.35,100,4360524
3.18,0.34,99.9,4372304
3.17,0.40,99.9,4561372
3.13,0.33,99.9,4491064
3.30,0.39,100,4468372
3.13,0.32,100,4399056
3.13,0.32,99.9,4328548
3.19,0.42,100,4549764
3.18,0.35,100,4527600
3.15,0.34,100,4494584
3.23,0.39,100,4349752
3.21,0.38,100,4342484
3.21,0.40,100,4254972
3.41,0.82,100,4374072
3.13,0.33,99.9,4575076
3.15,0.33,100.1,4503644
3.13,0.32,99.9,4432128
3.13,0.32,100.1,4361168
3.13,0.32,100,4289372
3.45,0.55,100,4611680
3.13,0.33,100,4540620
3.17,0.34,100,4471088
3.15,0.35,100,4400632
3.13,0.33,99.9,4330944
3.13,0.33,100,4382292
3.21,0.38,100.1,4583804
3.16,0.34,100,4512976
3.13,0.33,100.1,4442296
3.15,0.33,100,4372236
3.14,0.33,100,4301804
3.22,0.45,99.9,4614160
3.33,0.43,100,4515580
3.32,0.60,100,4524260
3.30,0.66,100.1,4474804
3.19,0.36,100,4316200
3.20,0.37,100,4248648
3.32,0.47,100,4343840
3.36,0.44,100.1,4552156
3.18,0.52,100,4516924
3.20,0.36,100,4496636
3.14,0.34,99.9,4425676
3.20,0.34,100,4402860
3.15,0.33,100,4429388
3.15,0.35,100,4500920
3.18,0.34,100,4475780
3.18,0.34,99.9,4452376
3.13,0.33,100,4348332
3.13,0.33,100,4356672
3.33,0.46,100,4526892
3.15,0.39,100,4504572
3.19,0.40,100,4480920
3.15,0.33,100,4409000
3.19,0.35,100,4385408
3.17,0.32,99.9,4433704
3.29,0.44,100,4327748
3.34,0.69,100,4454508
3.26,0.56,99.9,4509656
3.22,0.35,100,4439472
3.15,0.39,100,4416160
3.15,0.43,99.9,4487460
3.22,0.34,100,4416284
3.23,0.35,100,4538088
3.15,0.33,100,4468204
3.13,0.33,100,4445204
3.14,0.32,100,4517372
3.14,0.32,99.9,4445516
3.13,0.32,100,4362684
3.16,0.35,100,4496728
3.14,0.33,100,4426420
3.20,0.36,100,4400628
3.16,0.35,100.1,4478872
3.14,0.33,100,4408316
3.18,0.40,100,4527976
3.14,0.33,100,4456552
3.16,0.34,100,4434356
3.14,0.33,100,4397528
3.26,0.44,100,4332956
3.33,0.62,100,4226068
3.55,0.84,100.1,4560156
3.13,0.32,100,4487492
3.14,0.36,100,4463808
3.16,0.39,100,4440620
3.14,0.33,100,4369568
3.17,0.35,100,4492236
3.16,0.36,99.9,4520848
3.15,0.33,100,4498280
3.16,0.34,100,4474628
3.16,0.35,99.9,4404636
3.14,0.33,100,4297500
3.17,0.35,99.9,4552568
3.18,0.34,100,4480772
3.16,0.33,100,4506876
3.21,0.35,100,4435792
3.16,0.35,100,4365112
3.18,0.42,100,4418860
3.21,0.41,100,4511332
3.18,0.38,100,4400012
3.31,0.44,100,4369756
3.30,0.46,100,4303664
3.30,0.58,100,4370100
3.40,0.66,100,4486880
3.16,0.39,99.9,4557304
3.14,0.33,100,4484880
3.13,0.32,100,4413704
3.14,0.32,100,4342776
3.14,0.33,100,4286944
3.19,0.44,100,4591892
3.15,0.33,99.9,4520608
3.14,0.33,100,4450300
3.16,0.35,100,4380372
3.14,0.33,100,4308700
3.35,0.52,100,4580740
3.16,0.36,99.9,4558560
3.18,0.34,100,4487260
3.13,0.32,99.9,4415712
3.13,0.32,100,4345280
3.13,0.32,100,4205296
3.24,0.41,100,4445380
3.28,0.45,100,4518756
3.34,0.60,100,4348008
3.31,0.50,100,4334284
3.14,0.34,100,4391068
3.17,0.35,99.9,4562844
3.13,0.32,100,4539744
3.20,0.33,100,4469312
3.13,0.32,100,4397516
3.21,0.38,100.1,4425416
3.13,0.32,100,4354736
3.29,0.48,100,4578556
3.14,0.33,100,4507628
3.13,0.33,100,4435616
3.17,0.35,100,4414908
3.20,0.40,100,4392960
3.14,0.33,99.9,4499956
3.13,0.33,100.1,4545480
3.16,0.35,100,4474304
3.15,0.33,99.9,4404120
3.25,0.40,100,4428052
3.13,0.32,100,4345544
3.26,0.44,100,4480376
3.29,0.41,100,4430116
3.30,0.44,99.9,4480332
3.32,0.49,99.9,4352780
3.32,0.62,100,4478880
3.25,0.37,100,4351780
3.14,0.35,99.9,4529968
3.15,0.35,100,4457676
3.15,0.34,100,4386996
3.18,0.35,100,4462872
3.18,0.35,100,4441184
3.23,0.44,100,4564300
3.15,0.34,100,4493892
3.15,0.34,100,4423956
3.23,0.36,100,4353432
3.31,0.48,100,4474828
3.14,0.33,99.9,4428576
3.18,0.40,99.9,4530288
3.18,0.35,100,4460444
3.21,0.34,100,4388276
3.18,0.33,100,4391888
3.14,0.32,100,4440248
3.21,0.38,100,4555600
3.34,0.40,99.9,4411512
3.27,0.45,100,4338476
3.29,0.59,100,4350676
3.29,0.56,99.9,4564800
3.16,0.35,100,4541828
3.13,0.33,100,4519168
3.19,0.34,100,4447000
3.14,0.33,99.9,4376196
3.16,0.35,100,4276748
3.33,0.50,99.9,4529328
3.18,0.41,99.9,4507248
3.17,0.40,100,4484804
3.20,0.33,100,4412264
3.13,0.32,100,4340964
3.19,0.41,100,4561220
3.13,0.33,100,4541596
3.13,0.33,100,4519260
3.16,0.35,100,4447868
3.13,0.33,100,4377188
3.14,0.33,100,4250956
3.23,0.44,100.1,4526872
3.27,0.40,100,4421712
3.35,0.42,100,4447860
3.28,0.44,100.1,4402964
3.26,0.53,100.1,4335508
3.25,0.55,100,4449116
3.18,0.38,100,4579160
3.14,0.33,100,4507488
3.14,0.33,100,4435816
3.20,0.34,100,4364268
3.16,0.35,100,4264200
3.31,0.49,100,4613880
3.20,0.34,100,4542456
3.14,0.32,100,4473512
3.13,0.32,100,4400840
3.14,0.33,100,4329044
3.20,0.43,99.9,4353844
3.30,0.44,100,4579276
3.14,0.34,100,4507884
3.18,0.36,100,4436212
3.15,0.34,100,4365780
3.16,0.35,99.9,4268276
3.23,0.39,100,4614020
3.33,0.41,100,4444108
3.33,0.45,100,4409884
3.25,0.53,100,4368964
3.34,0.60,100,4415200
3.13,0.32,100,4340800
3.19,0.42,100,4565628
3.14,0.33,100,4493460
3.18,0.34,100,4421540
3.14,0.33,99.9,4350488
3.31,0.43,99.9,4377520
3.33,0.48,100,4599884
3.14,0.33,100,4530472
3.14,0.33,99.9,4459952
3.19,0.34,100,4388412
3.13,0.32,100,4414048
3.14,0.32,99.9,4306944
3.17,0.36,100,4568336
3.14,0.33,100,4497796
3.16,0.34,99.9,4427008
3.14,0.33,100,4357072
3.24,0.43,100,4382740
3.23,0.46,100,4501192
3.31,0.45,100,4463944
3.26,0.46,100,4451436
3.36,0.54,100,4357600
3.33,0.62,100,4409696
3.19,0.42,100.1,4485768
3.23,0.45,100,4560308
3.13,0.32,100,4489008
3.14,0.33,100,4417864
3.14,0.33,100,4345292
3.26,0.44,99.9,4469068
3.18,0.39,99.9,4591688
3.14,0.33,100.1,4522892
3.14,0.33,100,4451252
3.15,0.35,100,4380448
3.14,0.32,100,4405528
3.16,0.37,100,4471372
3.24,0.41,99.9,4559008
3.16,0.33,99.9,4488608
3.15,0.34,99.9,4417556
3.14,0.33,100,4346596
3.23,0.45,99.9,4419880
3.24,0.45,100,4592600
3.31,0.40,100,4521872
3.28,0.63,100,4343528
3.34,0.60,100,4446976
3.20,0.34,0,4403536
3.21,0.45,100,4498468
3.22,0.40,100,4524600
3.15,0.34,100,4454044
3.19,0.35,100,4382868
3.23,0.42,100,4408600
3.22,0.40,100,4483092
3.16,0.34,100,4490748
3.15,0.34,99.9,4483836
3.16,0.34,100,4413032
3.16,0.35,99.9,4437428
3.13,0.33,100,4413868
3.30,0.44,100,4535372
3.14,0.34,100,4513596
3.15,0.32,99.9,4444868
3.27,0.39,100,4315532
3.22,0.41,100,4326320
3.26,0.40,100,4307312
3.27,0.46,100,4355112
3.36,0.44,100,4292664
3.37,0.57,100,4472100
3.27,0.73,100,4456036
3.12,0.40,100,4441744
3.16,0.40,100,4417944
3.19,0.39,100,4488748
3.16,0.33,100,4467296
3.13,0.32,100,4442744
3.14,0.35,99.9,4468692
3.20,0.33,100,4448572
3.15,0.36,99.9,4473496
3.15,0.40,100,4496188
3.14,0.34,100,4426004
3.25,0.42,100,4399716
3.24,0.38,100,4427988
3.18,0.37,99.9,4453060
3.13,0.33,99.3,4527320
3.23,0.35,100,4456424
3.14,0.32,100,4433328
3.13,0.32,100,4457880
3.17,0.32,100,4434376
3.25,0.42,100.1,4505280
3.31,0.42,100,4464444
3.33,0.46,100.1,4383688
3.34,0.62,100,4240628
3.18,0.43,100,4494348
3.22,0.35,100,4469052
3.14,0.40,100,4493108
3.15,0.34,100,4423668
3.13,0.33,100,4351872
3.20,0.42,100,4522712
3.13,0.32,99.9,4500160
3.13,0.32,100,4525356
3.15,0.33,99.9,4455452
3.14,0.34,100,4384368
3.16,0.35,100,4458024
3.23,0.38,100,4484816
3.21,0.40,100,4426536
3.16,0.35,100,4487420
3.17,0.36,100,4415748
3.15,0.35,100,4325724
3.16,0.39,100,4432720
3.15,0.33,100,4490396
3.19,0.38,100,4435340
3.30,0.42,100,4338744
3.24,0.53,100,4370240
3.32,0.52,100,4250572
3.16,0.39,100,4556604
3.18,0.38,100,4533200
3.13,0.33,100,4462736
3.14,0.33,99.9,4391056
3.21,0.34,100,4320500
3.29,0.46,100,4489760
3.17,0.38,100,4569056
3.15,0.32,100,4499928
3.13,0.32,99.9,4428380
3.13,0.32,100,4357576
3.15,0.34,100,4350384
3.29,0.48,99.2,4556332
3.17,0.39,100,4535920
3.14,0.33,99.9,4465612
3.16,0.35,100,4394716
3.14,0.33,100,4324780
3.16,0.39,100,4328500
3.23,0.43,99.9,4575540
3.29,0.40,99.9,4408232
3.27,0.43,100,4402776
3.28,0.46,100,4331600
3.28,0.58,100.1,4376736
3.15,0.37,100,4439412
3.19,0.34,100,4527396
3.15,0.33,100,4455972
3.14,0.33,100,4384208
3.14,0.33,100,4293316
3.17,0.38,100.1,4489360
3.18,0.39,100,4563636
3.15,0.33,99.9,4492832
3.20,0.34,100,4422656
3.16,0.34,99.9,4351356
3.14,0.32,100,4348628
3.25,0.42,99.9,4553584
3.15,0.36,100,4532272
3.14,0.32,100,4461220
3.15,0.34,100,4389672
3.15,0.34,100,4367228
3.16,0.36,99.9,4319612
3.23,0.41,100,4532768
3.37,0.45,100,4424208
3.34,0.56,100,4329904
3.30,0.57,99.9,4254760
3.31,0.58,99.9,4464568
3.16,0.38,100,4467536
3.15,0.34,100,4515524
